115,624
251,405
117,554
108,585
43,339
211,332
242,585
129,528
23,361
254,559
1,342
608,642
86,337
240,395
232,620
232,391
252,598
243,629
243,400
117,410
216,532
96,387
235,545
208,528
107,396
233,621
125,530
254,415
111,595
214,342
559,642
101,581
256,604
94,542
122,524
21,558
201,525
235,401
73,339
112,596
72,523
207,339
180,322
104,592
224,508
84,534
238,592
115,601
77,638
229,623
249,601
251,382
242,562
228,627
205,531
105,593
225,509
4,361
232,368
108,598
68,525
243,377
203,341
589,642
107,602
242,418
254,392
252,611
193,525
92,330
246,388
91,514
226,330
17,336
231,408
256,581
94,519
256,352
19,525
195,342
220,515
235,378
92,366
198,347
237,604
98,409
197,531
238,569
75,542
210,321
95,520
115,349
249,578
101,414
87,516
235,414
221,516
104,605
85,326
251,624
56,528
232,345
117,544
211,322
190,528
84,367
223,525
243,354
95,376
169,325
242,395
88,337
132,523
232,610
78,552
232,381
252,588
243,619
398,642
82,522
96,606
217,338
255,630
7,528
231,385
117,400
227,531
233,611
254,405
111,585
92,343
91,527
98,386
231,421
250,371
611,642
248,590
101,391
100,612
349,642
235,391
220,528
112,586
104,582
251,601
115,591
210,334
238,402
128,530
228,617
562,642
106,362
240,591
240,362
212,529
205,341
105,403
218,423
243,596
118,336
225,319
43,342
117,377
215,534
108,408
201,636
107,592
242,408
76,339
232,623
79,530
254,382
252,601
379,642
92,320
119,337
226,320
96,619
117,413
231,398
208,531
69,336
94,509
21,525
7,361
235,368
141,361
111,598
247,379
98,399
238,559
592,642
68,636
251,349
95,510
249,568
101,404
74,536
73,342
193,636
20,336
180,325
221,326
200,532
192,528
112,419
106,339
23,341
224,331
22,525
238,415
409,642
95,366
249,424
242,385
78,542
232,600
105,416
243,609
225,332
57,339
82,512
117,390
256,548
96,596
108,421
107,605
217,328
231,375
622,642
254,624
193,528
254,395
246,391
91,517
410,642
50,336
223,636
94,522
135,523
248,580
235,610
256,404
101,381
235,381
6,558
247,621
52,525
220,338
219,522
10,528
251,591
115,581
112,396
211,518
91,373
136,524
84,334
227,642
114,585
95,343
87,339
240,581
4,341
212,519
89,528
105,393
243,586
223,528
255,597
215,524
108,398
242,627
107,582
242,398
129,341
232,613
254,372
16,532
131,530
231,617
82,525
252,411
231,388
113,369
247,598
207,525
98,389
250,374
101,623
101,394
235,623
1,456
127,532
256,417
209,342
95,320
43,525
229,400
382,642
221,316
251,604
72,336
224,321
238,405
10,361
115,414
116,379
114,598
108,375
242,375
595,642
232,590
254,349
70,528
243,599
105,406
225,322
117,609
196,524
96,586
28,531
217,318
231,365
256,538
76,342
117,380
107,595
246,381
18,337
412,642
231,630
91,327
21,528
235,600
256,394
248,390
94,332
247,611
100,412
85,512
220,328
219,512
191,530
51,519
211,508
251,581
625,642
237,417
84,324
115,391
363,642
95,333
249,391
87,329
242,352
106,342
221,329
192,531
232,567
212,509
105,383
243,576
224,334
56,341
55,525
117,357
142,530
108,388
215,514
242,617
242,388
576,642
254,591
5,524
92,529
246,587
226,529
132,336
117,622
82,515
252,401
222,638
90,339
204,361
96,419
254,627
7,341
6,525
393,642
218,524
111,398
210,520
115,548
91,340
101,613
235,613
256,407
21,361
85,525
112,628
232,544
112,399
51,532
606,642
104,395
238,624
105,360
238,395
210,376
35,524
43,528
115,404
251,414
108,365
242,365
207,636
120,339
232,580
119,523
117,599
108,630
243,409
242,630
22,361
80,531
96,396
254,604
214,531
213,423
198,523
98,585
231,620
252,414
250,570
71,339
91,317
101,590
598,642
235,590
256,384
81,532
73,528
94,322
248,380
207,528
100,402
199,524
220,318
98,621
247,421
51,509
186,325
101,626
238,601
237,407
229,403
95,552
115,381
95,323
249,381
106,561
240,561
105,602
225,518
243,566
191,376
192,341
217,514
116,611
212,319
242,607
255,397
215,324
254,581
628,642
232,413
117,612
231,597
252,391
235,567
195,531
113,578
98,598
233,414
111,388
210,510
91,330
101,603
256,626
579,642
238,349
248,622
94,564
256,397
94,335
135,336
248,393
12,531
85,515
93,339
104,385
115,623
219,335
210,366
95,565
115,394
251,404
211,331
396,642
2,337
136,337
10,341
13,532
228,420
114,398
74,362
105,615
218,635
232,390
117,589
217,527
252,368
108,620
231,345
212,332
243,399
215,337
609,642
246,590
107,395
97,610
252,404
10,462
90,342
101,580
256,603
82,338
123,339
122,523
235,580
100,621
111,630
91,572
560,642
237,626
238,591
229,622
210,343
95,542
94,577
216,423
214,642
206,638
118,525
205,530
105,592
225,508
191,366
116,601
76,528
251,417
108,597
68,524
117,566
242,597
202,524
89,318
255,387
120,342
232,403
252,610
231,587
252,381
70,341
243,412
69,525
96,628
204,341
196,337
113,568
98,588
146,336
251,538
256,616
95,519
21,341
106,528
235,413
221,515
6,361
23,530
105,569
224,520
238,604
115,613
251,394
211,321
108,345
114,388
254,548
228,410
105,605
13,342
57,528
232,380
117,579
108,610
212,322
89,331
243,389
15,531
21,462
224,376
215,327
134,339
246,580
107,385
79,552
233,610
252,623
144,532
254,404
50,525
399,642
217,373
256,593
82,328
231,420
220,527
112,585
104,581
98,421
238,581
218,337
229,612
115,590
612,642
249,590
135,339
87,528
168,336
213,524
4,530
93,342
105,582
85,338
239,396
115,626
232,357
219,338
211,334
108,587
43,341
116,591
242,587
129,530
114,630
255,377
232,622
232,393
119,336
243,631
117,412
77,339
208,530
233,623
254,417
125,532
111,597
380,642
198,336
98,398
256,606
75,531
123,342
248,602
209,531
95,509
101,403
235,403
8,361
112,598
